----- Header start -----
SourceDataset=logging
Copyright=(c) 2011 Lodam electronics a/s
Comment=CondUnit-ECOSTAR
ItemNo.=6552190001
Customer=BITZER
Title=CU-ECOSTAR
SW version=2.1.6.2
Compiled=Oct 23 2014
DB def.=20130403
UnitSystem=Metric
----- Header end -----
Time,Info.Date,Time.Day,Time.Hour,Time.Minute,Time.Second,FC.FrAct,FC.Curr,FC.M_V,Input.Troom,Input.T0,Input.TC,Input.Tdis,Input.Tamb,Input.Tsuc,Input.Tsh,Input.Tsh_dis,Input.TFC,Input.IFC,Input.Psuc,Input.Pdis,FCAPI.FrqAct,FCAPI.Current,FCAPI.Power
2023-01-04 10:15:51,Oct 23 2014,4,10,20,25,0,0,0,21.75,14.48,31.47,32.9,30.17,-70,-70,1.43,0,0,9.3,14.7,0,0,0
2023-01-04 10:15:52,Oct 23 2014,4,10,20,26,0,0,0,21.75,14.48,31.47,32.9,30.17,-70,-70,1.43,0,0,9.3,14.7,0,0,0
2023-01-04 10:15:53,Oct 23 2014,4,10,20,27,0,0,0,21.76,14.48,31.47,32.89,30.16,-70,-70,1.43,0,0,9.3,14.7,0,0,0
2023-01-04 10:15:54,Oct 23 2014,4,10,20,28,0,0,0,21.77,14.52,31.45,32.89,30.15,-70,-70,1.42,0,0,9.3,14.7,0,0,0
2023-01-04 10:15:55,Oct 23 2014,4,10,20,29,0,0,0,21.77,14.52,31.45,32.89,30.15,-70,-70,1.44,32,0,9.31,14.69,0,0,0
2023-01-04 10:15:56,Oct 23 2014,4,10,20,30,0,0,0,21.77,14.48,31.45,32.87,30.13,-70,-70,1.42,32,0,9.3,14.69,0,0,0
2023-01-04 10:15:57,Oct 23 2014,4,10,20,31,0,0,0,21.78,14.48,31.42,32.89,30.09,-70,-70,1.44,32,0,9.3,14.68,0,0,0
2023-01-04 10:15:58,Oct 23 2014,4,10,20,32,0,0,0,21.78,14.48,31.42,32.89,30.09,-70,-70,1.47,32,0,9.3,14.68,0,0,0
2023-01-04 10:15:59,Oct 23 2014,4,10,20,33,0,0,0,21.78,14.48,31.42,32.89,30.04,-70,-70,1.47,32,0,9.3,14.68,0,0,0
2023-01-04 10:16:00,Oct 23 2014,4,10,20,34,0,0,0,21.77,14.52,31.42,32.89,30.04,-70,-70,1.47,32,0,9.31,14.68,0,0,0
2023-01-04 10:16:01,Oct 23 2014,4,10,20,35,0,0,0,21.77,14.52,31.42,32.89,30.01,-70,-70,1.47,32,0,9.31,14.68,0,0,0
2023-01-04 10:16:02,Oct 23 2014,4,10,20,36,0,0,0,21.78,14.52,31.42,32.89,30.01,-70,-70,1.47,32,0,9.31,14.68,0,0,0
2023-01-04 10:16:03,Oct 23 2014,4,10,20,37,0,0,0,21.78,14.52,31.42,32.89,30.01,-70,-70,1.47,32,0,9.31,14.68,0,0,0
2023-01-04 10:16:04,Oct 23 2014,4,10,20,39,0,0,0,21.78,14.52,31.42,32.9,30,-70,-70,1.47,32,0,9.31,14.68,0,0,0
2023-01-04 10:16:05,Oct 23 2014,4,10,20,39,0,0,0,21.78,14.52,31.45,32.92,30,-70,-70,1.48,32,0,9.31,14.69,0,0,0
2023-01-04 10:16:06,Oct 23 2014,4,10,20,40,0,0,0,21.78,14.52,31.45,32.92,30,-70,-70,1.47,32,0,9.31,14.69,0,0,0
2023-01-04 10:16:07,Oct 23 2014,4,10,20,41,0,0,0,21.77,14.52,31.45,32.9,30,-70,-70,1.45,32,0,9.31,14.69,0,0,0
2023-01-04 10:16:08,Oct 23 2014,4,10,20,43,0,0,0,21.77,14.55,31.45,32.9,30,-70,-70,1.45,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:09,Oct 23 2014,4,10,20,43,0,0,0,21.78,14.55,31.45,32.91,30,-70,-70,1.46,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:10,Oct 23 2014,4,10,20,44,0,0,0,21.78,14.55,31.45,32.91,30.02,-70,-70,1.46,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:11,Oct 23 2014,4,10,20,45,0,0,0,21.78,14.55,31.45,32.91,30.02,-70,-70,1.46,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:12,Oct 23 2014,4,10,20,47,0,0,0,21.78,14.55,31.45,32.91,30.02,-70,-70,1.46,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:13,Oct 23 2014,4,10,20,47,0,0,0,21.77,14.55,31.42,32.89,30,-70,-70,1.44,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:14,Oct 23 2014,4,10,20,48,0,0,0,21.77,14.55,31.42,32.89,30,-70,-70,1.47,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:15,Oct 23 2014,4,10,20,49,0,0,0,21.79,14.55,31.45,32.9,30,-70,-70,1.48,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:16,Oct 23 2014,4,10,20,50,0,0,0,21.79,14.55,31.45,32.9,30,-70,-70,1.45,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:17,Oct 23 2014,4,10,20,51,0,0,0,21.8,14.55,31.42,32.9,30,-70,-70,1.45,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:18,Oct 23 2014,4,10,20,52,0,0,0,21.81,14.55,31.42,32.91,30,-70,-70,1.49,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:19,Oct 23 2014,4,10,20,53,0,0,0,21.81,14.55,31.42,32.91,30,-70,-70,1.49,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:20,Oct 23 2014,4,10,20,54,0,0,0,21.83,14.55,31.45,32.9,30,-70,-70,1.48,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:21,Oct 23 2014,4,10,20,55,0,0,0,21.83,14.55,31.45,32.89,29.99,-70,-70,1.44,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:22,Oct 23 2014,4,10,20,56,0,0,0,21.83,14.55,31.45,32.89,29.99,-70,-70,1.44,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:23,Oct 23 2014,4,10,20,57,0,0,0,21.86,14.55,31.42,32.89,29.99,-70,-70,1.44,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:24,Oct 23 2014,4,10,20,58,0,0,0,21.86,14.55,31.42,32.89,29.99,-70,-70,1.47,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:25,Oct 23 2014,4,10,20,59,0,0,0,21.88,14.55,31.42,32.91,29.97,-70,-70,1.49,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:26,Oct 23 2014,4,10,21,0,0,0,0,21.88,14.55,31.42,32.9,29.95,-70,-70,1.48,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:27,Oct 23 2014,4,10,21,1,0,0,0,21.88,14.55,31.42,32.9,29.95,-70,-70,1.48,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:28,Oct 23 2014,4,10,21,3,0,0,0,21.89,14.55,31.42,32.89,29.91,-70,-70,1.47,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:29,Oct 23 2014,4,10,21,3,0,0,0,21.89,14.55,31.42,32.89,29.91,-70,-70,1.47,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:30,Oct 23 2014,4,10,21,4,0,0,0,21.89,14.55,31.45,32.9,29.89,-70,-70,1.48,32,0,9.32,14.69,0,0,0
2023-01-04 10:16:31,Oct 23 2014,4,10,21,5,0,0,0,21.89,14.55,31.42,32.9,29.88,-70,-70,1.45,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:32,Oct 23 2014,4,10,21,6,0,0,0,21.89,14.55,31.42,32.9,29.88,-70,-70,1.48,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:33,Oct 23 2014,4,10,21,7,0,0,0,21.89,14.55,31.42,32.89,29.87,-70,-70,1.47,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:34,Oct 23 2014,4,10,21,8,0,0,0,21.89,14.55,31.42,32.89,29.87,-70,-70,1.47,32,0,9.32,14.68,0,0,0
2023-01-04 10:16:35,Oct 23 2014,4,10,21,9,0,0,0,21.9,14.59,31.42,32.89,29.86,-70,-70,1.47,32,0,9.33,14.68,26.17,0,0
2023-01-04 10:16:36,Oct 23 2014,4,10,21,10,26.24,0,0,21.92,14.59,31.45,32.89,29.86,-70,-70,1.47,32,0,9.33,14.69,26.24,0,0
2023-01-04 10:16:37,Oct 23 2014,4,10,21,11,26.24,0,0,21.92,14.59,31.45,32.89,29.86,-70,-70,1.44,32,0,9.33,14.69,26.24,0,0
2023-01-04 10:16:38,Oct 23 2014,4,10,21,12,26.32,8.29,131.1,21.93,12.44,32.85,32.89,29.85,-70,-70,1.44,32,8.29,8.77,15.22,26.31,8.29,1.24
2023-01-04 10:16:39,Oct 23 2014,4,10,21,13,26.32,8.29,131.1,21.93,9.52,34.09,32.91,29.86,-70,-70,0.06,32,8.29,8.05,15.7,26.32,8.29,1.24
2023-01-04 10:16:40,Oct 23 2014,4,10,21,14,26.4,8.29,131.1,21.93,9.52,34.09,32.91,29.86,-70,-70,-1.18,32,8.29,8.05,15.7,26.4,8.29,1.24
2023-01-04 10:16:41,Oct 23 2014,4,10,21,15,26.33,8.29,131.1,21.93,7.51,34.88,33.02,29.85,-70,-70,-1.07,32,8.29,7.58,16.01,26.33,8.29,1.24
2023-01-04 10:16:42,Oct 23 2014,4,10,21,16,26.38,8.29,131.1,21.93,7.51,34.88,33.02,29.85,-70,-70,-1.86,32,8.29,7.58,16.01,26.43,8.29,1.24
2023-01-04 10:16:43,Oct 23 2014,4,10,21,18,26.29,8.29,131.1,21.95,5.72,35.5,33.25,29.86,-70,-70,-1.63,32,8.29,7.18,16.26,26.29,8.29,1.24
2023-01-04 10:16:44,Oct 23 2014,4,10,21,18,26.31,12.2,131.1,21.95,4.13,36.02,33.57,29.86,-70,-70,-1.93,32,12.2,6.84,16.47,26.34,12.2,1.72
2023-01-04 10:16:45,Oct 23 2014,4,10,21,19,26.48,12.2,132.4,21.95,4.13,36.02,33.57,29.86,-70,-70,-2.45,32,12.2,6.84,16.47,26.48,12.2,1.72
2023-01-04 10:16:46,Oct 23 2014,4,10,21,20,26.43,12.2,132.4,21.95,2.83,36.44,33.97,29.87,-70,-70,-2.05,32,12.2,6.57,16.64,26.43,12.2,1.72
2023-01-04 10:16:47,Oct 23 2014,4,10,21,21,26.34,12.2,132.4,21.95,2.83,36.44,33.97,29.87,-70,-70,-2.47,32,12.2,6.57,16.64,26.34,12.2,1.72
2023-01-04 10:16:48,Oct 23 2014,4,10,21,22,26.42,12.2,132.4,21.97,1.8,36.76,34.45,29.9,-70,-70,-1.99,32,12.2,6.36,16.77,26.42,12.2,1.72
2023-01-04 10:16:49,Oct 23 2014,4,10,21,23,26.32,12.2,132.4,21.97,0.99,37,34.97,29.93,-70,-70,-1.79,32,12.2,6.2,16.87,26.32,12.2,1.72
2023-01-04 10:16:50,Oct 23 2014,4,10,21,24,26.26,12.2,132.4,21.97,0.99,37,34.97,29.93,-70,-70,-2.03,32,12.2,6.2,16.87,26.26,12.2,1.72
2023-01-04 10:16:51,Oct 23 2014,4,10,21,25,26.46,12.67,132.4,21.97,0.21,37.27,35.52,29.94,-70,-70,-1.48,32,12.67,6.05,16.98,26.46,12.67,1.93
2023-01-04 10:16:52,Oct 23 2014,4,10,21,27,26.46,12.67,132.5,21.98,-0.35,37.49,36.08,29.95,-70,-70,-1.19,32,12.67,5.94,17.07,26.46,12.67,1.93
2023-01-04 10:16:53,Oct 23 2014,4,10,21,27,26.3,12.67,132.5,21.98,-0.35,37.49,36.08,29.95,-70,-70,-1.41,32,12.67,5.94,17.07,26.3,12.67,1.93
2023-01-04 10:16:54,Oct 23 2014,4,10,21,28,26.33,12.67,132.5,21.98,-0.94,37.49,36.67,29.96,-70,-70,-0.82,32,12.67,5.83,17.07,26.33,12.67,1.93
2023-01-04 10:16:55,Oct 23 2014,4,10,21,29,26.32,12.67,132.5,21.98,-0.94,37.49,36.67,29.96,-70,-70,-0.82,32,12.67,5.83,17.07,26.32,12.67,1.93
2023-01-04 10:16:56,Oct 23 2014,4,10,21,30,26.27,12.67,132.5,21.99,-1.31,37.37,37.27,29.93,-70,-70,-0.22,32,12.67,5.76,17.02,26.27,12.67,1.93
2023-01-04 10:16:57,Oct 23 2014,4,10,21,31,26.29,12.67,132.5,21.99,-1.69,37.08,37.85,29.88,-70,-70,0.48,32,12.67,5.69,16.9,26.42,12.44,1.93
2023-01-04 10:16:58,Oct 23 2014,4,10,21,32,26.47,12.44,132.5,21.99,-1.69,37.08,37.85,29.88,-70,-70,0.77,32,12.44,5.69,16.9,26.47,12.44,1.81
2023-01-04 10:16:59,Oct 23 2014,4,10,21,33,26.25,12.44,131,22,-1.96,36.59,38.44,29.8,-70,-70,1.36,32,12.44,5.64,16.7,26.25,12.44,1.81
2023-01-04 10:17:00,Oct 23 2014,4,10,21,35,26.35,12.44,131,22,-2.24,36.12,39.03,29.68,-70,-70,2.44,32,12.44,5.59,16.51,26.35,12.44,1.81
2023-01-04 10:17:01,Oct 23 2014,4,10,21,35,26.44,12.44,131,22,-2.24,36.12,39.03,29.68,-70,-70,2.91,33,12.44,5.59,16.51,26.44,12.44,1.81
2023-01-04 10:17:02,Oct 23 2014,4,10,21,36,26.22,12.44,131,22.01,-2.46,35.7,39.56,29.55,-70,-70,3.44,33,12.44,5.55,16.34,26.22,12.44,1.81
2023-01-04 10:17:03,Oct 23 2014,4,10,21,38,26.34,12.44,131,22.01,-2.74,35.3,40.12,29.38,-70,-70,4.42,33,12.44,5.5,16.18,26.23,12.44,1.81
2023-01-04 10:17:04,Oct 23 2014,4,10,21,38,26.41,12.44,131,22.01,-2.74,35.3,40.12,29.38,-70,-70,4.82,33,12.44,5.5,16.18,26.41,12.44,1.81
2023-01-04 10:17:05,Oct 23 2014,4,10,21,39,26.2,12.44,130.6,22.03,-2.91,35.05,40.69,29.19,-70,-70,5.39,33,12.44,5.47,16.08,26.24,12.44,1.7
2023-01-04 10:17:06,Oct 23 2014,4,10,21,40,26.24,12.44,130.6,22.03,-2.91,35.05,40.69,29.19,-70,-70,5.64,33,12.44,5.47,16.08,26.36,12.44,1.7
2023-01-04 10:17:07,Oct 23 2014,4,10,21,41,26.41,12.44,130.6,22.02,-3.02,34.85,41.24,29.02,-70,-70,6.19,33,12.44,5.45,16,26.36,12.44,1.7
2023-01-04 10:17:08,Oct 23 2014,4,10,21,43,26.19,12.44,130.6,22.04,-3.19,34.73,41.77,28.85,-70,-70,6.92,33,12.44,5.42,15.95,26.19,12.44,1.7
2023-01-04 10:17:09,Oct 23 2014,4,10,21,43,26.29,12.44,130.6,22.04,-3.19,34.73,41.77,28.85,-70,-70,7.04,33,12.44,5.42,15.95,26.29,12.44,1.7
2023-01-04 10:17:10,Oct 23 2014,4,10,21,44,26.41,12.44,130.6,22.04,-3.19,34.65,42.26,28.72,-70,-70,7.53,33,12.44,5.42,15.92,26.41,12.22,1.7
2023-01-04 10:17:11,Oct 23 2014,4,10,21,45,26.22,12.22,130.6,22.04,-3.19,34.65,42.26,28.72,-70,-70,7.61,33,12.22,5.42,15.92,26.22,12.22,1.64
2023-01-04 10:17:12,Oct 23 2014,4,10,21,46,26.27,12.22,130.8,22.05,-3.36,34.63,42.75,28.58,-70,-70,8.1,33,12.22,5.39,15.91,26.27,12.22,1.64
2023-01-04 10:17:13,Oct 23 2014,4,10,21,47,26.34,12.22,130.8,22.05,-3.3,34.63,43.2,28.43,-70,-70,8.57,33,12.22,5.4,15.91,26.34,12.22,1.64
2023-01-04 10:17:14,Oct 23 2014,4,10,21,48,26.22,12.22,130.8,22.05,-3.3,34.63,43.2,28.43,-70,-70,8.57,33,12.22,5.4,15.91,26.22,12.22,1.64
2023-01-04 10:17:15,Oct 23 2014,4,10,21,49,26.3,12.22,130.8,22.06,-3.42,34.65,43.65,28.35,-70,-70,9.02,33,12.22,5.38,15.92,26.3,12.22,1.64
2023-01-04 10:17:16,Oct 23 2014,4,10,21,50,26.41,12.22,130.8,22.07,-3.42,34.73,44.08,28.25,-70,-70,9.43,33,12.22,5.38,15.95,26.41,12.22,1.64
2023-01-04 10:17:17,Oct 23 2014,4,10,21,51,26.23,12.22,130.8,22.07,-3.42,34.73,44.08,28.25,-70,-70,9.35,33,12.22,5.38,15.95,26.23,12.22,1.64
2023-01-04 10:17:18,Oct 23 2014,4,10,21,53,26.28,11.74,130.8,22.08,-3.42,34.7,44.5,28.13,-70,-70,9.77,33,11.74,5.38,15.94,26.28,11.74,1.54
2023-01-04 10:17:19,Oct 23 2014,4,10,21,54,26.34,11.74,131.7,22.08,-3.42,34.7,44.5,28.13,-70,-70,9.8,33,11.74,5.38,15.94,26.39,11.74,1.54
2023-01-04 10:17:20,Oct 23 2014,4,10,21,55,26.21,11.74,131.7,22.08,-3.42,34.73,44.91,28.07,-70,-70,10.21,34,11.74,5.38,15.95,26.21,11.74,1.54
2023-01-04 10:17:21,Oct 23 2014,4,10,21,55,26.31,11.74,131.7,22.09,-3.42,34.75,45.32,27.97,-70,-70,10.59,34,11.74,5.38,15.96,26.31,11.74,1.54
2023-01-04 10:17:22,Oct 23 2014,4,10,21,56,26.24,11.74,131.7,22.09,-3.42,34.75,45.32,27.97,-70,-70,10.57,34,11.74,5.38,15.96,26.24,11.74,1.54
2023-01-04 10:17:23,Oct 23 2014,4,10,21,57,26.18,11.74,131.7,22.09,-3.42,34.75,45.68,27.92,-70,-70,10.93,34,11.74,5.38,15.96,26.18,11.74,1.54
2023-01-04 10:17:24,Oct 23 2014,4,10,21,58,26.22,11.67,131.7,22.1,-3.42,34.75,46.08,27.88,-70,-70,11.33,34,11.67,5.38,15.96,26.25,11.67,1.51
2023-01-04 10:17:25,Oct 23 2014,4,10,22,0,26.44,11.67,131.8,22.1,-3.42,34.75,46.08,27.88,-70,-70,11.33,34,11.67,5.38,15.96,26.44,11.67,1.51
2023-01-04 10:17:26,Oct 23 2014,4,10,22,0,26.2,11.67,131.8,22.11,-3.47,34.8,46.44,27.87,-70,-70,11.69,34,11.67,5.37,15.98,26.2,11.67,1.51
2023-01-04 10:17:27,Oct 23 2014,4,10,22,1,26.23,11.67,131.8,22.11,-3.47,34.8,46.44,27.87,-70,-70,11.64,34,11.67,5.37,15.98,26.23,11.67,1.51
2023-01-04 10:17:28,Oct 23 2014,4,10,22,2,26.42,11.67,131.8,22.11,-3.47,34.8,46.78,27.88,-70,-70,11.98,34,11.67,5.37,15.98,26.42,11.67,1.51
2023-01-04 10:17:29,Oct 23 2014,4,10,22,3,26.26,11.67,131.8,22.11,-3.42,34.75,47.1,27.87,-70,-70,12.3,34,11.67,5.38,15.96,26.26,11.67,1.51
2023-01-04 10:17:30,Oct 23 2014,4,10,22,4,26.27,11.41,131.8,22.11,-3.42,34.75,47.1,27.87,-70,-70,12.35,34,11.67,5.38,15.96,26.27,11.41,1.51
2023-01-04 10:17:31,Oct 23 2014,4,10,22,6,26.41,11.41,131.8,22.11,-3.47,34.68,47.43,27.88,-70,-70,12.68,34,11.41,5.37,15.93,26.41,11.41,1.48
2023-01-04 10:17:32,Oct 23 2014,4,10,22,7,26.18,11.41,131.6,22.1,-3.42,34.63,47.77,27.88,-70,-70,13.09,34,11.41,5.38,15.91,26.18,11.41,1.48
2023-01-04 10:17:33,Oct 23 2014,4,10,22,7,26.23,11.41,131.6,22.1,-3.42,34.63,47.77,27.88,-70,-70,13.14,34,11.41,5.38,15.91,26.23,11.41,1.48
2023-01-04 10:17:34,Oct 23 2014,4,10,22,8,26.39,11.41,131.6,22.11,-3.42,34.55,48.09,27.9,-70,-70,13.46,34,11.41,5.38,15.88,26.39,11.41,1.48
2023-01-04 10:17:35,Oct 23 2014,4,10,22,10,26.22,11.41,131.6,22.1,-3.3,34.52,48.39,27.9,-70,-70,13.84,34,11.41,5.4,15.87,26.22,11.41,1.48
2023-01-04 10:17:36,Oct 23 2014,4,10,22,11,26.29,11.41,131.6,22.1,-3.3,34.52,48.39,27.91,-70,-70,13.87,34,11.41,5.4,15.87,26.29,11.41,1.48
2023-01-04 10:17:37,Oct 23 2014,4,10,22,11,26.43,11.58,131.6,22.1,-3.3,34.5,48.68,27.96,-70,-70,14.16,34,11.58,5.4,15.86,26.27,11.58,1.58
2023-01-04 10:17:38,Oct 23 2014,4,10,22,13,26.19,11.58,130.5,22.1,-3.3,34.5,48.68,27.96,-70,-70,14.18,34,11.58,5.4,15.86,26.19,11.58,1.58
2023-01-04 10:17:39,Oct 23 2014,4,10,22,13,26.23,11.58,130.5,22.11,-3.19,34.45,48.97,27.98,-70,-70,14.47,34,11.58,5.42,15.84,26.23,11.58,1.58
2023-01-04 10:17:40,Oct 23 2014,4,10,22,15,26.41,11.58,130.5,22.11,-3.13,34.42,49.24,28,-70,-70,14.79,35,11.58,5.43,15.83,26.41,11.58,1.58
2023-01-04 10:17:41,Oct 23 2014,4,10,22,16,26.23,11.58,130.5,22.11,-3.13,34.42,49.24,28,-70,-70,14.82,35,11.58,5.43,15.83,26.21,11.58,1.58
2023-01-04 10:17:42,Oct 23 2014,4,10,22,17,26.28,11.58,130.5,22.11,-3.13,34.42,49.52,27.99,-70,-70,15.1,35,11.58,5.43,15.83,26.28,11.58,1.58
2023-01-04 10:17:43,Oct 23 2014,4,10,22,18,26.41,11.58,130.5,22.11,-3.13,34.42,49.52,27.99,-70,-70,15.1,35,11.58,5.43,15.83,26.21,12.05,1.58
2023-01-04 10:17:44,Oct 23 2014,4,10,22,19,30.19,12.05,130.5,22.11,-3.08,34.45,49.76,27.94,-70,-70,15.34,35,12.05,5.44,15.84,30.19,12.05,1.71
2023-01-04 10:17:45,Oct 23 2014,4,10,22,20,29.94,12.05,147,22.11,-3.02,34.47,50.04,27.91,-70,-70,15.59,35,12.05,5.45,15.85,29.87,12.05,1.71
2023-01-04 10:17:46,Oct 23 2014,4,10,22,21,29.77,12.05,147,22.11,-3.02,34.47,50.04,27.91,-70,-70,15.57,35,12.05,5.45,15.85,29.77,12.05,1.71
2023-01-04 10:17:47,Oct 23 2014,4,10,22,22,29.8,12.05,147,22.11,-3.19,34.57,50.28,27.86,-70,-70,15.81,35,12.05,5.42,15.89,29.73,12.05,1.71
2023-01-04 10:17:48,Oct 23 2014,4,10,22,23,29.9,12.05,147,22.11,-3.36,34.63,50.51,27.86,-70,-70,15.94,35,12.05,5.39,15.91,29.9,12.05,1.71
2023-01-04 10:17:49,Oct 23 2014,4,10,22,25,30.12,12.05,147,22.11,-3.36,34.63,50.51,27.8,-70,-70,15.88,35,12.05,5.39,15.91,30.2,12.05,1.71
2023-01-04 10:17:50,Oct 23 2014,4,10,22,26,29.77,12.31,147,22.11,-3.3,34.65,50.73,27.78,-70,-70,16.1,35,12.31,5.4,15.92,29.77,12.31,1.71
2023-01-04 10:17:51,Oct 23 2014,4,10,22,26,29.96,12.31,146.4,22.11,-3.3,34.65,50.73,27.78,-70,-70,16.08,35,12.31,5.4,15.92,29.96,12.31,1.95
2023-01-04 10:17:52,Oct 23 2014,4,10,22,27,29.89,12.31,146.4,22.12,-3.3,34.65,50.97,27.71,-70,-70,16.32,35,12.31,5.4,15.92,29.89,12.31,1.95
2023-01-04 10:17:53,Oct 23 2014,4,10,22,29,29.79,12.31,146.4,22.13,-3.3,34.7,51.18,27.67,-70,-70,16.53,35,12.31,5.4,15.94,29.79,12.31,1.95
2023-01-04 10:17:54,Oct 23 2014,4,10,22,29,29.98,12.31,146.4,22.13,-3.3,34.7,51.18,27.67,-70,-70,16.48,35,12.31,5.4,15.94,29.96,12.31,1.95
2023-01-04 10:17:55,Oct 23 2014,4,10,22,30,29.96,12.31,146.4,22.14,-3.19,34.75,51.41,27.63,-70,-70,16.71,35,12.31,5.42,15.96,29.96,12.31,1.95
2023-01-04 10:17:56,Oct 23 2014,4,10,22,31,30.02,12.4,146.4,22.14,-3.19,34.75,51.41,27.63,-70,-70,16.66,35,12.31,5.42,15.96,29.9,12.31,1.95
2023-01-04 10:17:57,Oct 23 2014,4,10,22,32,29.91,12.4,146.4,22.14,-2.96,34.75,51.62,27.55,-70,-70,16.87,35,12.4,5.46,15.96,29.91,12.4,1.89
2023-01-04 10:17:58,Oct 23 2014,4,10,22,33,30.24,12.4,147.2,22.15,-2.52,34.75,51.8,27.51,-70,-70,17.05,35,12.4,5.54,15.96,29.78,12.4,1.89
2023-01-04 10:17:59,Oct 23 2014,4,10,22,34,29.99,12.4,147.2,22.15,-2.52,34.75,51.8,27.51,-70,-70,17.05,35,12.4,5.54,15.96,29.99,12.4,1.89
2023-01-04 10:18:00,Oct 23 2014,4,10,22,35,29.95,12.4,147.2,22.15,-1.69,34.85,52,27.5,-70,-70,17.25,36,12.4,5.69,16,29.95,12.4,1.89
